uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,indexed_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels,is_reskeet
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3lelxjui7z22h,bafyreiazeeekelulpyfgdm27f2gsgla4okzgtqjsuegbekaxzkfc2ag2wy,anitaanandmp.bsky.social,Anita Anand,"For years, my family and I have cheered on the #worldjuniors. It was an honour to present the Player of the Game award after Canada defeated Germany 3-0. Looking forward to Canada vs US this evening. Felicitations et bonne chance! Go Canada go! 🇨🇦",,,,0,1,8,2024-12-31T11:38:57Z,NA,NA,NA,,,,,,FALSE
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3ldynfyi6p222,bafyreihdsppxa7fleg7cufbyvckyes7wcxgmggrmcaupnmm3aavxhzufsy,anitaanandmp.bsky.social,Anita Anand,"I am delighted to authorize Santa’s travel in Canadian airspace as part of my duties as Minister of Transport and Internal Trade. I would like to take this opportunity to wish all Canadians a Merry Christmas and joyful holiday season!
youtu.be/tbFiUYAK1cQ?...",,,,8,12,69,2024-12-23T19:17:12Z,NA,NA,NA,,,,,,FALSE
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3ldynemdmkc22,bafyreibsvtdcsp76s5rbay5su63s5ohdreb73lwlclcczzqrtftc7gb6ri,anitaanandmp.bsky.social,Anita Anand,"Je suis ravie d’autoriser le voyage du Père Noël dans l’espace aérien canadien dans le cadre de mes fonctions de ministre des Transports et du Commerce intérieur. J’aimerais profiter de cette occasion pour souhaiter à tous les Canadiens un joyeux Noël et de joyeuses fêtes! 
youtu.be/XEk0WlL5cpQ?...",,,,0,1,6,2024-12-23T19:16:26Z,NA,NA,NA,,,,,,FALSE
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3ldmkx3iibs2w,bafyreid74scdzfcsfikgsmn3omxemz3qploncsluxazqejtel657p5uvoy,anitaanandmp.bsky.social,Anita Anand,"Frontline public servants work hard every day to keep Canadians safe.

#FES2024 is making sure their service is recognized by expanding the ""25 and out"" policy, allowing them to retire after 25 years without any pension reductions.",,,,0,1,13,2024-12-19T00:01:07Z,NA,NA,NA,,,,,,FALSE
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3ldmkw3rvic2w,bafyreifxn263pyxpthfc4h3vlswrkhxraoqrn2xomuqingahfwpiyovw5u,anitaanandmp.bsky.social,Anita Anand,"Les agents de première ligne travaillent dur chaque jour pour assurer la sécurité des Canadiens.

L'#EEP2024 veille à ce que leur service soit reconnu en élargissant la politique ""25 ans et retraite"", leur permettant de prendre leur retraite après 25 ans sans aucune réduction de pension.",,,,0,0,0,2024-12-19T00:00:34Z,NA,NA,NA,,,,,,FALSE
at://did:plc:u33od7k5yunjbq5o42ovla5f/app.bsky.feed.post/3ld5ouyuulk2k,bafyreicnbhkasepeevqw4q2c6dklvzautqvs5uo6vk324dmn2xz633av7y,anitaanandmp.bsky.social,Anita Anand,,,,,1,1,10,2024-12-13T02:01:37Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lemay7wq3226,bafyreigwsyogf7jhnefvzqe4ufob4fwr7gn2insoalyk5vyvqmrt7jpsda,charlieangus104.bsky.social,Charlie Angus,"My editorial piece in @nationalobserver.com 
We are not in ordinary times. We are in Trump times. The clock is ticking down on the arrival of the chaos machine in Washington. Canada is staring down a political tsunami but we're too busy to notice.""
www.nationalobserver.com/2024/12/27/o...",,,,80,309,827,2024-12-31T14:28:02Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3len2cvaubk26,bafyreihg6msurjbahk2c7qrb5inb4fg6mq4xdrjm6ndep6ptf4ketzhm6q,charlieangus104.bsky.social,Charlie Angus,"There are some powerful tributes to Jimmy Carter - a man who truly did care.
In my new book Dangerous Memory I write of Carter's troubled presidency that led to the rise of Ronald Reagan.
But I also cover his efforts to raise awareness of the emerging climate crisis. 
@houseofanansi.bsky.social",,,,9,29,183,2024-12-31T22:01:24Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lemay7wq3226,bafyreigwsyogf7jhnefvzqe4ufob4fwr7gn2insoalyk5vyvqmrt7jpsda,charlieangus104.bsky.social,Charlie Angus,"My editorial piece in @nationalobserver.com 
We are not in ordinary times. We are in Trump times. The clock is ticking down on the arrival of the chaos machine in Washington. Canada is staring down a political tsunami but we're too busy to notice.""
www.nationalobserver.com/2024/12/27/o...",,,,80,309,827,2024-12-31T14:28:02Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lem5h6bcvs2r,bafyreiboz356ijvfmbr3wsjwjw6zsertasrh7og7lvi7lopb3tifwknpi4,charlieangus104.bsky.social,Charlie Angus,"My fb feed is increasingly filled with AI-generate rage content. I have even had AI-generated death threats. 
Apparently Meta thinks that flooding your feed with fake will enhance the experience. 
It's a reason I am spending more time on bluesky these days. 

www.rollingstone.com/culture/cult...",,,,59,93,484,2024-12-31T13:24:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lem4s5zup224,bafyreiefutvdchzakdorovijptk6v322ves2dy7swky6qyehnz2ovns7vu,charlieangus104.bsky.social,Charlie Angus,"I'm not taking the time to think about 2024 I'm focused on what is coming in 2025.
I'm not working for the clampdown. How about you?
We can do this. 
We gotta do this. 

www.youtube.com/watch?v=LQ82...",,,,32,80,398,2024-12-31T13:13:03Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lekvtqqjn223,bafyreifxqbgektwht6zhcuj67olsdcf6kupivutqgfj624ohuhuw6mlvcy,charlieangus104.bsky.social,Charlie Angus,"The first time I was accused of being ""ANTIFA"" I didn't know the term.
I called my daughter. 
She said, ""It means anti-fascist.""
Hell ya.
I come from a long and proud line of ANTIFA.
My uncles kicked Nazi ass all across Europe.",,,,48,148,922,2024-12-31T01:36:03Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lekud52edk2m,bafyreicqgzdl6hy7ub6ahwzvwzikfdwq7w2jgcz3cna53tslwkiw5ispoi,charlieangus104.bsky.social,Charlie Angus,"The night Utah Phillips and I were made life-long members of the legendary Mine-Mill Union at Joe Hill Hall in Sudbury.
I'm six feet tall. 
Utah made me look like a shrimp. 
I treasure my Mine-Mill card. 130 years of resistance.",,,,4,21,204,2024-12-31T01:08:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lejj2nbntk2f,bafyreifhhuz7qedmfrbok6ovjgopmokl7w2i5pnkyesyt37kihymzwvv7a,charlieangus104.bsky.social,Charlie Angus,"Song of the day: The Future by Leonard Cohen
""Things are going to slide, 
slide in all directions
Won't be nothing
Nothing you can measure anymore
The blizzard, the blizzard of the world
Has crossed the threshold 
and it has overturned the order of the soul.""

www.youtube.com/watch?v=8Wlb...",,,,13,28,174,2024-12-30T12:14:34Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leig37ou6c2p,bafyreibxymp4ze2bsxt7rr4f42detoeoifd3odzrjlucofgklf344qfldm,charlieangus104.bsky.social,Charlie Angus,"We had a tragedy on the ice today. A Dad and daughter went through the ice in Temiskaming Shores region.  Please stay off the ice. It's not solid. 
This is a really heartbreaking tragedy.",,,,24,22,159,2024-12-30T01:48:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lei2pmcv4s2s,bafyreibdlfokdq3bwjcfr5yjl7bl5emu5jxvg354cgpdxnw75n73vye4z4,charlieangus104.bsky.social,Charlie Angus,"6000 feet underground at KL Gold, Kirkland Lake with Jagmeet Singh.
Pierre Poilievre comes north to rage and rant but he refuses to meet with First Nation leaders and won't go underground.
Seriously.
What's his beef? 
He doesn't have your back.",,,,33,105,455,2024-12-29T22:25:17Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lehr7oditc24,bafyreidzuju7lmz7jqy5bwgkc6pzsgjuete3lm6mycnqqtk6a7fd5i5zhm,charlieangus104.bsky.social,Charlie Angus,"Another reason why Pierre Poilievre is unfit to lead Canada.
His front bench are conspiracy nutters who are using the threat of an American takeover of our nation to peddle conspiracy drivel.
We need leaders with a vision for Canada.
Poilievre is too busy chasing the rage algorithm of conspiracy.",,,,64,317,801,2024-12-29T19:35:13Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lehi4ojunk26,bafyreieqqgz5ryxt2rzo3v5uu44arppcdqyo6mp73vrk76gx6suziyfufy,charlieangus104.bsky.social,Charlie Angus,"""We should not count upon the majority of Americans coming to their senses in any event....All my life I have been an admirer of the United States and its people. But I am frightened of it now, and I am even more frightened of them.” - Conservative journalist Andrew Coyne",,,,59,204,588,2024-12-29T16:52:28Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lehhsgztd22f,bafyreic5l4zr6r7ppkehahf5s3jzi477uq4hpstlxnridmq4ez7umekhby,charlieangus104.bsky.social,Charlie Angus,"A shout out to northern mine rescue teams - the best of the best. 
The greatest riches that ever came out a mine was the miner coming home safe at the end of shift.  
Here I am with the crew from VALE and crew from KL Gold.",,,,2,20,214,2024-12-29T16:46:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lehbu4tf4c2x,bafyreiffkgpfj4mjyfo4shxm2yhkfgnmny2xwp7trzsai5c2qsufwm2wty,charlieangus104.bsky.social,Charlie Angus,"I wrote this song for our last Grievous Angels album - Last Call for Cinderella available on bandcamp. 
grievousangels2.bandcamp.com",,,,3,10,66,2024-12-29T15:00:18Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leh37ur7xk22,bafyreiggxny3og4xii6kkrrwlg7ddibqgvewdiqtzwmb5ih3rtexyeu3ge,charlieangus104.bsky.social,Charlie Angus,"Song of the day: The Exciters Tell Him  
Formed in NYC in 1961 the Exciters were set up under the music team of Leiber/Stoller. 
They were a great band. 

www.youtube.com/watch?v=ah-t...",,,,3,7,60,2024-12-29T13:01:37Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leh2b2ufhk2m,bafyreibookt7scygdeaqnadbacpr3zqpfsfrl6j2xsvhk7li2hrsa2zyem,charlieangus104.bsky.social,Charlie Angus,"Thanks to everyone who have sent feedback on my new book Dangerous Memory.  

""An extraordinary read from a true Canadian original.""
- Naomi Klein

""This is necessary history for these dangerous times.” 
—John Vaillant, Fire Weather 

""This book is raw, honest, and true.""
- Dave Bidini",,,,10,13,109,2024-12-29T12:44:24Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3legza3fcq22y,bafyreiaotbq2ggyfywhifz3nlqtik6a6eli23zzhbya4misu7eosdw4md4,charlieangus104.bsky.social,Charlie Angus,"Trump is trolling about invading Canada and Greenland. Now a key national security advisor has gone further.
Denmark is a NATO ally. Canada is obliged to help them defend from invasion.
Instead of playing stupid ball with Conservatives 
MPs need to get ready for a Putin style regime in Washington.",,,,34,87,308,2024-12-29T12:25:58Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lefut4tz5c2c,bafyreibnjxvxmbpucuhqdczzne5oqcmby5jkfjwxhbcwi6p5dcvvuvdnlm,charlieangus104.bsky.social,Charlie Angus,"If you wonder why I will vote against the upcoming non-confidence scheme pushed by Pierre Poilieve please watch this speech I gave deconstructing Conservative MAGA bullshit.
Our nation is facing unprecedented issues.
I will not gamble our country on brinkmanship.

www.youtube.com/watch?v=B6DG...",,,,106,501,1296,2024-12-29T01:34:30Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lefth5wqi22b,bafyreigb6rg5h3oinswl4zsh23eoh6ey5vrz4y44gzahb6dh7jb7re2ajy,charlieangus104.bsky.social,Charlie Angus,"This performance of the Alarm on Top of the Pops was 5 days after they played with my band L'étranger at Larry's Hideaway in Toronto.
Larry's was a total punk rock dive.
The band's hair spray was a little overwhelming.
But it was a monster night of music.   
www.youtube.com/watch?v=KZp1...",,,,10,7,86,2024-12-29T01:09:53Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lefjby5yr22b,bafyreidy7ru6e5fww5bthsb26rmr2p76asqbd35rrkwywhmeo7j4tryf7y,charlieangus104.bsky.social,Charlie Angus,"In 2025 going along to get along is not an option.
Our political leaders are not going to step up.
Ordinary people must fill the gap.
Thanks to Eva Marie Kogel for resigning after her paper published an Elon Musk editorial supporting a fascist party. 
No pasaran

www.theguardian.com/world/2024/d...",,,,14,61,265,2024-12-28T22:08:01Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lefipld53c2c,bafyreihf57m7x6zd2jhmdgo4ykqgyybbht2332zueluqqritecmx3evr6y,charlieangus104.bsky.social,Charlie Angus,"A must read on why a top restaurant in New York was forced to close. 
The owner was forced to take a full time side gig to pay for health insurance. 
This is the fucked up reality of a country that puts billionaires above people.
No thanks Donald. 
We like our border.
www.nytimes.com/2024/12/28/o...",,,,16,101,384,2024-12-28T21:57:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lef7342md22y,bafyreihqk543fnrjchtqupqn6gbefbpjjlhrzi2byoyxgst7k7s7ki4d2y,charlieangus104.bsky.social,Charlie Angus,"Putin shot down a civilian airliner.
The situation in Ukraine is becoming increasingly serious. 
Trump claimed that Putin was ""savvy"" and a ""genius"" for launching his murderous invasion. 
Canada needs to work with European allies to support Ukraine at this time. 
www.vanityfair.com/news/donald-...",,,,11,102,333,2024-12-28T19:05:13Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lef3iuakmc2k,bafyreiadchntwa5o5skbfpjvbvizigafgu4obuyfruutgtjr7e5djzoy7e,charlieangus104.bsky.social,Charlie Angus,"I am a proud New Democrat but there are moments when we must put country first.
Trump's inauguration poses a serious threat.
Canadians deserve a plan, not political brinkmanship.
I will go back to Parliament to try my best.
I will not vote with Pierre Poilieve as it risks advancing his toxic agenda.",,,,209,371,1456,2024-12-28T18:01:19Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leeob2o5us2t,bafyreiabsduvbu4pj3rbozyjqt3lpgowolbmzci7syg76mkh633yyfugwy,charlieangus104.bsky.social,Charlie Angus,"When I watch the conspiracy ragers waving Trump flags and the Stars and Stripes outside Parliament I think of that simple message from Stompin' Tom.
""If you don't believe your country 
You can better serve your country by living somewhere else.""
#vichyconservatives
www.youtube.com/watch?v=S5ou...",,,,31,135,455,2024-12-28T14:04:19Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leejhfsvgk23,bafyreiemo6kh74whcop6e46mmc72f3o2vddu3oekppvkkd7kibrm4i5l3m,charlieangus104.bsky.social,Charlie Angus,If you're in Northern Ontario stay of the roads today if you can. Huge sections of Highway 11 are closed. It is a total ice rink out there.,,,,7,29,107,2024-12-28T12:38:24Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leej7j6bgc23,bafyreigbiy3cax6ouyfvy56pwczk6mki36xao7cia36kxdzm2w76dknjsm,charlieangus104.bsky.social,Charlie Angus,"Song of the Day: Heroes by David Bowie
From his incredible Berlin period. 
""We could be heroes just for one day.""

Is it just me or did the world go hell the day Bowie left us? 

www.youtube.com/watch?v=qN1k...",,,,97,114,1020,2024-12-28T12:34:01Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3ledamoqbus2n,bafyreid4agrd3nueaanpjlfrdqfqt54w7ey6ybjelsktryenuzudluqwvm,charlieangus104.bsky.social,Charlie Angus,"Seriously,
Why isn't @cnn.com getting media training from Russian state media?
The headlines that support Trump in undermining the sovereignty of independent nations would be less of the kiss the ring/lick the boot editorial approach.

www.mediaite.com/trump/canadi...",,,,23,81,275,2024-12-28T00:27:37Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lectjgwdtk2c,bafyreiejm7kgkfsjhjundq5h3cfi2rc2npaqydncmdez2x3ngn7gwv5ogy,charlieangus104.bsky.social,Charlie Angus,"Thanks to CKCU FM and host Joe Reilly for a wide ranging interview with me about my new book Dangerous Memory. We talk idealism, punk rock, standing up to a world of neo-Con greed. 

cod.ckcufm.com/programs/107...",,,,2,17,88,2024-12-27T20:33:09Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lecqdwwpfs27,bafyreibzog2sz4c26rmw74znqfxwnwvm4r7nskp7w7bhysmfivduzodz7a,charlieangus104.bsky.social,Charlie Angus,"Regarding the latest Conservative scheme to force an election just as Trump comes to power:
I didn't survive 21 years in Parliament defending a working class and Indigenous constituency to get played for a sucker by Pierre Poilievre and his Vichy Conservatives.

www.youtube.com/watch?v=s4bd...",,,,78,338,960,2024-12-27T19:36:24Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lec7zynnpk23,bafyreiclopbm4i423fi7r5xodg4eqbbqte7je6dx2gfmf6noyt7zvip5pq,charlieangus104.bsky.social,Charlie Angus,"Song of the day: American Woman - the Guess Who
""I don't need your war machines
I don't need your ghetto scenes
Coloured lights can hypnotize    
Sparkle someone else's eyes""

A song to get you hoser Canucks in the groove of defending our nation. 

www.youtube.com/watch?v=gkqf...",,,,66,248,892,2024-12-27T14:44:30Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lec3zzzajs24,bafyreib7pp46shwpk5bdhkuil274yw247ka6753sq3zgcjvt4fabvil5rm,charlieangus104.bsky.social,Charlie Angus,"The silence of Canada's political class to the threats from Trump are concerning. 
My response to his Christmas rage rot is getting attention in the American press. 

www.huffpost.com/entry/canadi...",,,,48,141,601,2024-12-27T13:32:56Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lec222olrs2t,bafyreifqzxwordljxorw2ssgzdf3v6agxzcc4v7s635goaajnivs4mrvxu,charlieangus104.bsky.social,Charlie Angus,"Grifters going to grift.
But treason is treason. 
We should be launching an investigation under the foreign interference act over this attempt to sell out our nation.",,,,302,625,2108,2024-12-27T12:57:10Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leaoyhvzus2l,bafyreibm242iwdexrrlbtamcwwovbkohlt4ziu3gaaaa7say4x3war7ez4,charlieangus104.bsky.social,Charlie Angus,"Admissions: I was an alter boy. 
I opened for the Dead Kennedys. 
I ran for leader of the NDP and came in second. 
But as far as I know I have never been a member of the Black Panthers. 
As much as I wish I was. 
So much for X trolling.",,,,26,34,345,2024-12-27T00:06:45Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3leadnv4fd22y,bafyreicjmkdhfdt2et3nflr3utnqw4g4f4hcwc7px7psxmvdg6t762nm6y,charlieangus104.bsky.social,Charlie Angus,"I was on @meidastouch.bsky.social today talking about Donald Trump's Christmas rage rant and what it means for undermining democracy around the world. 
I called out his bullshit attacks on Canada and Putin-style tactics. 
Meanwhile crickets from Canada's politicians. 
www.youtube.com/watch?v=lXGM...",,,,120,295,1436,2024-12-26T20:43:59Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3lea4czzl4s2k,bafyreibrr33brl4jjkiv72cylxb2j6cs7xatao2ugg277c7nij7a6bvoxu,charlieangus104.bsky.social,Charlie Angus,"I will be back on @meidastouch.bsky.social today to talk about Donald Trump's Christmas threat against Canada. 
There have been the sound of crickets from Ottawa.
Not good enough.",,,,25,46,359,2024-12-26T18:32:37Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le7l6bueok2t,bafyreicyi64epdmxptulylwmoldqgadgughs7xbdtxvgylhuh4nsbdwyim,charlieangus104.bsky.social,Charlie Angus,"Song of the day: Ca Plane Pour Moi - Plastic Bertrand 1977
""Wham! Bam! Mon chat ""Splash"" gite sur mon lit a bouffe
Sa langue en buvant trop mon whisky.""
Whisky drinking cats - what better song for Boxing Day? 
www.youtube.com/watch?v=Ln31...",,,,6,4,65,2024-12-26T13:25:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le7kf5tdlc2q,bafyreie6fmt62pigzqxvmyvgbxgf5zdqooautmppzpigvykoyocegeaz2u,charlieangus104.bsky.social,Charlie Angus,"An interesting and concerning article by @lindamcquaig.bsky.social
Was Chrystia Freeland ""stabbed in the back"" when she was being asked to take on the job of handling Washington?
Liberal turf wars are a dangerous distraction as Trump begins to move.  
www.thestar.com/politics/pol...",,,,19,29,117,2024-12-26T13:11:43Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le5x6ovj622d,bafyreiehq5yvgnr5cxqe5hlboagtqcsizcx7b4g72ddi7gju57xb7ohzsi,charlieangus104.bsky.social,Charlie Angus,"Dear Donald,
Thanks for including us in your deranged Christmas message.
Being Canadian means free health care and limiting access to assault weapons.
In your 51st state our kids would get shot at in school and CEOs would be shot for denying health care.
So no.
Now piss off. 
Your northern neighbour",,,,248,1313,4049,2024-12-25T21:55:29Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le5rrvrkvk23,bafyreiahf3ehk77zowbsgkqscaumbugfikjdk724q3q2n3s5ca444tabx4,charlieangus104.bsky.social,Charlie Angus,"Happy Hanukkah to all my friends who celebrate tonight. These are hard and troubled times. 
Light those candles, chase the darkness and let us hope for a better year ahead.",,,,1,11,147,2024-12-25T20:18:47Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le5hgskj222m,bafyreigww7ygrpjy2byfo4y3bh5ttyljcfmm3tc57tjxiowju3glodkqfa,charlieangus104.bsky.social,Charlie Angus,"O little town of Bethlehem,
Where Netanyahu sent in the army last Christmas Day to intimidate people because they protested mass killing of civilians. 
Bethlehem is the setting of the Christmas story. It is a town suffering brutal occupation.
The Romans had nothing on the criminals in the IDF.",,,,4,55,175,2024-12-25T17:13:39Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le5g4iuuy22t,bafyreif3ewitc5eyybf6p6q2mqfl3mahxgu4plot2ru4r4n3vrndlcmwvq,charlieangus104.bsky.social,Charlie Angus,"Christmas morning on the bush trails leading to the old silver mines of Cobalt, Ontario. 
We come from the land of the ice and snow...",,,,21,9,187,2024-12-25T16:50:00Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le55kh6i4s2m,bafyreiarhgd2dhl2jnnq2ohav23myy2yzd4xsafc4z4akipejzdb7ena44,charlieangus104.bsky.social,Charlie Angus,"We are a family of Scottish/Irish descent who celebrate the Christmas morning tradition of Finnish bread and coffee. We'll light the sauna later. 
It's a Northern Ontario thing.",,,,18,18,281,2024-12-25T14:16:45Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le4xdjkdtc2i,bafyreibbh6hq7smnpbx4x4psyhsgri2ilzk24dttqhfft4h7ev7oa57zzm,charlieangus104.bsky.social,Charlie Angus,"Merry Christmas. Look out for each other. Call someone who needs a call.
I met a guy in a pub in Soho who told me that families that dance to Slade and T Rex on Christmas morning are happy families. 
Turns out he was right. 

www.youtube.com/watch?v=ttU7...",,,,8,15,177,2024-12-25T12:25:28Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le3tx6iepc24,bafyreidsz5xleplzq4jbjjvvkdu3wduxq4g2huag5juv6ie2epzlnrmdum,charlieangus104.bsky.social,Charlie Angus,"Every Christmas children in the Netherlands light candles at the graves of young Canadians who gave their lives fighting for freedom. 
They were our uncles, dads, granddads, neighbours.
They didn't think twice when asked to serve. 
As for Donald Trump? 
He's just a pervert grifter.
#perspective",,,,21,152,612,2024-12-25T01:52:12Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le3t5dks722h,bafyreih6qpjhtq34jtlzkiutflpedzwhdjbjwyljevzghgaajideb2l5zi,charlieangus104.bsky.social,Charlie Angus,"Everything I know about Christmas I learned from Linus. Living in a time of disinformation, creepy Christian haters and oligarch thugs, I find myself trusting Linus even more. 

www.youtube.com/watch?v=OJ8q...",,,,10,32,232,2024-12-25T01:37:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le3cllzww22s,bafyreibxh47vrhnjacywk37xqayltueynn7pten3m4s2lowfnfyzvn4bbe,charlieangus104.bsky.social,Charlie Angus,Merry Christmas from the land of the snow.,,,,43,30,549,2024-12-24T20:41:33Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le2xuhd2xk2f,bafyreiddrpfv5pbwioc7xkzfg4yimodifswdqwqoapwkccet6ekop3awty,charlieangus104.bsky.social,Charlie Angus,"There was a heartbreaking fire in North Cobalt on the eve of Christmas. 
They lost everything. If you can help, please consider a donation.
Everything helps. 

www.gofundme.com/f/connie-and...",,,,2,22,53,2024-12-24T17:29:39Z,NA,NA,NA,,,,,,FALSE
at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3le2xeg6b5c2f,bafyreibygmn7znsmvxmp2x7zgev42jkd3ewgww7mvjcf3puhva3hsc5elu,charlieangus104.bsky.social,Charlie Angus,"Christmas Eve Mass was a high point of the year.
Then the Catholic Church threatened to deny me communion and have me defeated in the election if i supported same-sex marriage rights.
I will never be intimidated on a matter of justice.  
We celebrate an awesome Christmas Eve at home.",,,,59,91,567,2024-12-24T17:20:39Z,NA,NA,NA,,,,,,FALSE
